id,Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL,description
1073,Machine Overhead Tricep Extension,triceps,machine,Beginner,Muscle Building,"1
Adjust the pad to suit your height.
2
Grab the v bar (or other attachment) and extend your elbows until they are almost fully extended.
3
Flex your elbows and look to feel a stretch at the bottom of each rep.



Triceps Exercise, Arm Exercise, Tricep Exercise",https://musclewiki.com/machine/male/triceps/machine-overhead-tricep-extension/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-overhead-tricep-extension-side.mp4#t=0.1,"The 'Machine Overhead Tricep Extension' is a 'Beginner' level 'Muscle Building' exercise that targets the 'triceps' and requires 'machine'. Instructions and tips: 1.Adjust the pad to suit your height..2.Grab the v bar (or other attachment) and extend your elbows until they are almost fully extended..3.Flex your elbows and look to feel a stretch at the bottom of each rep..Triceps Exercise, Arm Exercise, Tricep Exercise"
1074,Machine Pec Fly,chest,machine,Beginner,Muscle Building,"1
Adjust seat height so handles align with chest. Sit and grip handles with elbows slightly bent.
2
Slowly bring handles together in front, keeping tension. Focus on squeezing chest muscles.
3
Return handles to starting position with controlled motion. Keep chest up throughout. Repeat for reps.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/chest/machine-pec-fly/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-pec-fly-side.mp4#t=0.1,"The 'Machine Pec Fly' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest' and requires 'machine'. Instructions and tips: 1.Adjust seat height so handles align with chest. Sit and grip handles with elbows slightly bent..2.Slowly bring handles together in front, keeping tension. Focus on squeezing chest muscles..3.Return handles to starting position with controlled motion. Keep chest up throughout. Repeat for reps..Pec Exercise, Chest Exercise, Pecs"
1075,Machine Pendulum Squat,"quads, glutes",machine,Beginner,Muscle Building,"1
Position yourself in the pendulum squat machine with your back against the pad and shoulders under the shoulder pads.
2
Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position.
3
Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/machine/male/glutes/machine-pendulum-squat/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-pendulum-squat-front.mp4#t=0.1,"The 'Machine Pendulum Squat' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads, glutes' and requires 'machine'. Instructions and tips: 1.Position yourself in the pendulum squat machine with your back against the pad and shoulders under the shoulder pads..2.Place feet shoulder-width apart on the platform. Keep your back straight, and slowly lower into a squat position..3.Press through your heels to return to the starting position, keeping your core engaged. Repeat for desired reps and sets..Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise"
1076,Machine Plate Loaded Calf Raise,"calves, gastrocnemius",machine,Intermediate,Muscle Building,"1
Sit on the machine and press your back into the back pad.
2
Place the balls of your feet on the edge of the foot plate.
3
Let your heels lower until you feel a stretch in your calves, then press back up until you feel a contraction.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/machine/male/calves/machine-plate-loaded-calf-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-calf-raise-side.mp4#t=0.1,"The 'Machine Plate Loaded Calf Raise' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'calves, gastrocnemius' and requires 'machine'. Instructions and tips: 1.Sit on the machine and press your back into the back pad..2.Place the balls of your feet on the edge of the foot plate..3.Let your heels lower until you feel a stretch in your calves, then press back up until you feel a contraction..Calves Exercise, Leg Exercise, Calves"
1077,Machine Plate Loaded Crunch,abdominals,machine,Beginner,Muscle Building,"1
Place your feet under the foot pads and grab the handles with your hands.
2
Flex your spine and bring your upper and lower body together.



Abdominals Exercise, Abdominal Exercise, Abs, Abs Exercise",https://musclewiki.com/machine/male/abdominals/machine-plate-loaded-crunch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-crunch-side.mp4#t=0.1,"The 'Machine Plate Loaded Crunch' is a 'Beginner' level 'Muscle Building' exercise that targets the 'abdominals' and requires 'machine'. Instructions and tips: 1.Place your feet under the foot pads and grab the handles with your hands..2.Flex your spine and bring your upper and lower body together..Abdominals Exercise, Abdominal Exercise, Abs, Abs Exercise"
1078,Machine Plate Loaded Decline Chest Press,"chest, triceps",machine,Beginner,Muscle Building,"1
Adjust the seat pad to match your height.
2
Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-plate-loaded-decline-chest-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-decline-chest-press-side.mp4#t=0.1,"The 'Machine Plate Loaded Decline Chest Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Adjust the seat pad to match your height..2.Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set..Pec Exercise, Chest Exercise, Pecs"
1079,Machine Plate Loaded Hip Thrust,glutes,machine,Beginner,Muscle Building,"1
Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform.
2
Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes.
3
Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets.



Glute Exercise, Butt Exercise, Glutes Exercise",https://musclewiki.com/machine/male/glutes/machine-plate-loaded-hip-thrust/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-hip-thrust-front.mp4#t=0.1,"The 'Machine Plate Loaded Hip Thrust' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'machine'. Instructions and tips: 1.Adjust the machine for your height, sit with your back against the pad, knees bent, feet flat on the platform..2.Brace your core, push through your heels, and extend your hips upwards, lifting the weight while squeezing your glutes..3.Lower the weight slowly back to the starting position, ensuring controlled movement; repeat for desired reps and sets..Glute Exercise, Butt Exercise, Glutes Exercise"
1080,Machine Plate Loaded Incline Chest Press,"chest, triceps",machine,Beginner,Muscle Building,"1
Adjust the seat pad to match your height.
2
Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-plate-loaded-incline-chest-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-incline-chest-press-front.mp4#t=0.1,"The 'Machine Plate Loaded Incline Chest Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Adjust the seat pad to match your height..2.Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set..Pec Exercise, Chest Exercise, Pecs"
1081,Machine Plate Loaded Kneeling Hamstring Curl,"hamstrings, medial-hamstrings",machine,Beginner,Muscle Building,"1
Lay down on the machine, placing your working leg beneath the padded lever. Position your leg so that the padded lever is below your calve muscle.
2
Support yourself by grabbing the side handles of the machine, and slowly raise the weight with your legs.
3
Pause at the apex of the motion, then slowly return to starting position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/machine/male/hamstrings/machine-plate-loaded-kneeling-hamstring-curl/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-kneeling-hamstring-curl-side.mp4#t=0.1,"The 'Machine Plate Loaded Kneeling Hamstring Curl' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, medial-hamstrings' and requires 'machine'. Instructions and tips: 1.Lay down on the machine, placing your working leg beneath the padded lever. Position your leg so that the padded lever is below your calve muscle..2.Support yourself by grabbing the side handles of the machine, and slowly raise the weight with your legs..3.Pause at the apex of the motion, then slowly return to starting position..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
1082,Machine Plate Loaded Leg Extension,quads,machine,Beginner,Muscle Building,"1
Sit on the machine with your back against the cushion and adjust the machine you are using so that your knees are at a 90 degree angle at the starting position.
2
Raise the weight by extending your knees outward, then lower your leg to the starting position. Both movements should be done in a slow, controlled motion.



Quads Exercise, Leg Exercise, Quad Exercise",https://musclewiki.com/machine/male/quads/machine-plate-loaded-leg-extension/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-leg-extension-side.mp4#t=0.1,"The 'Machine Plate Loaded Leg Extension' is a 'Beginner' level 'Muscle Building' exercise that targets the 'quads' and requires 'machine'. Instructions and tips: 1.Sit on the machine with your back against the cushion and adjust the machine you are using so that your knees are at a 90 degree angle at the starting position..2.Raise the weight by extending your knees outward, then lower your leg to the starting position. Both movements should be done in a slow, controlled motion..Quads Exercise, Leg Exercise, Quad Exercise"
1083,Machine Plate Loaded Low Incline Bench Press,"chest, triceps",machine,Beginner,Muscle Building,"1
Adjust the seat pad to match your height.
2
Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set.



Pec Exercise, Chest Exercise, Pecs",https://musclewiki.com/machine/male/triceps/machine-plate-loaded-low-incline-bench-press/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-plate-loaded-low-incline-bench-press-side.mp4#t=0.1,"The 'Machine Plate Loaded Low Incline Bench Press' is a 'Beginner' level 'Muscle Building' exercise that targets the 'chest, triceps' and requires 'machine'. Instructions and tips: 1.Adjust the seat pad to match your height..2.Press the weight forward until your elbows are nearly extended. Return to the starting position with out letting the weight rest at the bottom until finishing your set..Pec Exercise, Chest Exercise, Pecs"
