Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Triceps Stretch Variation Two,triceps,unknown,Novice,Stretching,"1
Hold a band so it is in line with your spine. Hold the top with your right hand and the bottom with your left.
2
Keeping the top still, pull down on the band.
3
Hold the stretch for a few seconds then repeat with the other arm.



How To Do A Triceps Stretch Variation Two, How to do Triceps Stretch Variation Two, Fitness Stretch, beginner Stretches exercise, Tricep Exercise, Triceps Exercise, Arm Exercise",https://musclewiki.com/stretches/male/triceps/triceps-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-triceps-stretch-variation-2-front.mp4#t=0.1
Ulnar Deviations,forearms,unknown,Novice,Muscle Building,"1
Stand up straight holding a dowel/lever/weight in one hand.
2
Hold the weight so it points behind you and towards the ground.
3
Squeeze your grip to raise the weight.



Forearm Exercise, Forearms Exercise",https://musclewiki.com/recovery/male/wrist/ulnar-deviations/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-ulnar-deviations-side.mp4#t=0.1
Urdhva Dhanurasana Wheel Pose,abdominals,unknown,Beginner,Stretching,"1
Lie down on your back with your feet hip-distance apart and your knees bent.
2
Place your hands on the floor beside your head, fingertips pointing towards your shoulders.
3
Push your feet and hands into the floor, lift your hips up and straighten your arms.
4
Lift your chest towards the ceiling and hold the pose for a few breaths before lowering back down.



Abdominal Exercise, Abs, Urdhva Dhanurasana, beginner Yoga exercise, Yoga Exercises, Yoga Pose, Upward Facing Bow Pose, Yoga Fitness, Abs Exercise, Abdominals Exercise, Yoga, How To Do A Urdhva Dhanurasana Wheel Pose, How to do Urdhva Dhanurasana Wheel Pose",https://musclewiki.com/yoga/male/abdominals/urdhva-dhanurasana-wheel-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Urdhva-Dhanurasana-wheel-pose-front.mp4#t=0.1
Vajrasana Variation 1,forearms,unknown,Beginner,Stretching,"1
Begin in a kneeling position with your knees together and your shins and feet on the floor.
2
Sit back on your heels and place your palms face down on your thighs, with your fingers pointing towards your knees.
3
Relax your shoulders and take deep breaths.
4
Hold the pose for several breaths or as long as is comfortable.



beginner Yoga exercise, How to do Vajrasana Variation 1, Yoga, How To Do A Vajrasana Variation 1, Yoga Pose, Yoga Exercises, Forearms Exercise, Forearm Exercise, Yoga Fitness, Vajrasana Seated Variation",https://musclewiki.com/yoga/male/forearms/vajrasana-variation-1/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-vajrasana-variation-1-front.mp4#t=0.1
Vajrasana Variation 2,forearms,unknown,Novice,Muscle Building,"1
Start by kneeling on the floor with your knees together. Tuck your toes under so the balls of your feet and your toes are on the ground, and your heels are lifted

2
Slowly and gently sit your hips back onto your heels. Your buttocks should be resting on your heels, with your toes tucked under. Ensure your knees remain together

3
Once comfortably balanced, keep your spine long and chest lifted. You can place your hands gently on your thighs or in your lap, one hand on top of the other

4
Focus on your breath, inhaling and exhaling slowly and deeply. You will feel an intense stretch in the soles of your feet and toes

5
Hold the pose for a comfortable duration, starting with 30 seconds to 1 minute, and gradually increasing as your flexibility improves. If the stretch is too intense, you can place a folded blanket or thin cushion under your knees or shins to reduce pressure

6
To release, slowly lean forward onto your hands, gently release your toes, and then carefully sit back on your heels in a more relaxed kneeling position, or move into Child's Pose (Balasana) to counter-stretch



",https://musclewiki.com/yoga/male/forearms/vajrasana-Variation-2/,https://placehold.co/640x360/png?text=No+Video+Available
Walk Your Downward Dog,calves,unknown,Beginner,Cardio,"1
Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart.
2
Walk your feet towards your hands, bending your knees as needed to allow your heels to touch the mat.
3
Press your palms and fingers into the mat and lift your hips up towards the ceiling to deepen the stretch in your hamstrings and calves.
4
Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.



beginner Yoga exercise, Yoga, Leg Exercise, How To Do A Walk Your Downward Dog, Calves Exercise, Yoga Pose, Yoga Exercises, How to do Walk Your Downward Dog, Calves, Walk Your Downward Dog, Adho Mukha Svanasana, Yoga Fitness",https://musclewiki.com/yoga/male/calves/walk-your-downward-dog/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-walk-into-downward-dog-front.mp4#t=0.1
Wall Angels,shoulders,unknown,Novice,Muscle Building,"1
Stand against a wall with your back flat, arms at 90° by your sides.
2
Slowly raise arms overhead, keeping elbows and wrists in contact with the wall.
3
Lower arms back down to starting position, maintaining constant wall contact throughout.



",https://musclewiki.com/recovery/male/shoulders/wall-angels/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wall-angels-side.mp4#t=0.1
Wall Supported Dorsal Flexion,tibialis,unknown,Novice,Muscle Building,"1
Lean against a wall, raise your toes and balance on your heels for the given duration.
2
Maintain a good upper body form.



Calves Exercise, Leg Exercise, Calves, Tibialis Exercise",https://musclewiki.com/recovery/male/tibialis/wall-supported-dorsal-flexion/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-dorsal-flexion-1-isometric-standing-bilateral-wall-support-front.mp4#t=0.1
Warrior One,chest,unknown,Beginner,Stretching,"1
Start in mountain pose, standing with your feet hip-width apart and arms at your sides.
2
Step your left foot back about 3-4 feet and turn it slightly inward, while keeping your right foot facing forward.
3
Inhale and raise your arms overhead, then exhale and bend your right knee, bringing it directly over your ankle.
4
Hold the pose for a few breaths, then inhale and return to mountain pose. Repeat on the other side.



Virahbadrasana, How To Do A Warrior One, beginner Yoga exercise, Warrior 1, Yoga, How to do Warrior One, Pec Exercise, Yoga Pose, Yoga Exercises, Pecs, Chest Exercise, Warrior One, Yoga Fitness",https://musclewiki.com/yoga/male/chest/warrior-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-warrior-one-front.mp4#t=0.1
Warrior Three,hamstrings,unknown,Intermediate,Stretching,"1
Start in mountain pose, standing with your feet hip-width apart and arms at your sides.
2
Step your left foot back about 3-4 feet and raise it off the ground, while keeping your right foot facing forward.
3
Inhale and reach your arms forward, parallel to the ground.
4
Exhale and hinge forward at your hips, bringing your torso parallel to the ground and extending your left leg straight back. Keep your arms and right leg straight and hold the pose for a few breaths
5
inhale and return to mountain pose. Repeat on the other side.



Hamstrings Exercise, Leg Exercise, How to do Warrior Three, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, Yoga Pose, Virahbadrasana, Hamstring Exercise, Warrior Three, Yoga, Warrior 3, How To Do A Warrior Three",https://musclewiki.com/yoga/male/hamstrings/warrior-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-Yoga-warrior-three-front.mp4#t=0.1
Warrior Two,chest,unknown,Beginner,Stretching,"1
Start in mountain pose, standing with your feet hip-width apart and arms at your sides.
2
Step your left foot back about 3-4 feet and turn it slightly inward, while keeping your right foot facing forward.
3
Inhale and raise your arms to shoulder height, parallel to the ground, with your palms facing down.
4
Exhale and bend your right knee, bringing it directly over your ankle while keeping your left leg straight.
5
Look over your right hand and hold the pose for a few breaths, then inhale and return to mountain pose. Repeat on the other side.



Virahbadrasana, How to do Warrior Two, beginner Yoga exercise, How To Do A Warrior Two, Warrior Two, Yoga, Pec Exercise, Warrior 2, Yoga Exercises, Yoga Pose, Pecs, Chest Exercise, Yoga Fitness",https://musclewiki.com/yoga/male/chest/warrior-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-warrior-two-front.mp4#t=0.1
Wide Legged Forward Fall,anterior-deltoid,unknown,Beginner,Stretching,"1
Start standing at the top of your mat with your feet wide apart.
2
Interlace your fingers behind your back and inhale to expand your chest.
3
Exhale and fold forward from your hips, bringing your hands up and over your head towards the ground.
4
Hold for a few breaths and then release the hands and come back up to standing.



How to do Wide Legged Forward Fall, Prasarita Padottanasana, beginner Yoga exercise, How To Do A Wide Legged Forward Fall, Yoga Exercises, Anterior Deltoid Exercise, Yoga Pose, Yoga Fitness, Shoulder Exercise, Wide Legged Standing Forward Fall, Yoga, Shoulders Exercise",https://musclewiki.com/yoga/male/shoulders/wide-legged-forward-fall/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-prasarita-padottanasana-side.mp4#t=0.1
Wide Legged Standing Forward Bend Holding Heels,hamstrings,unknown,Beginner,Stretching,"1
Start standing at the top of your mat with your feet wide apart.
2
Start standing at the top of your mat with your feet wide apart.
3
Exhale and fold forward from your hips, bringing your hands up and over your head towards the ground.
4
Hold for a few breaths and then release the hands and come back up to standing.



beginner Yoga exercise, How to do Wide Legged Standing Forward Bend Holding Heels, Yoga, Leg Exercise, Hamstrings Exercise, Yoga Pose, Yoga Exercises, Wide Legged Standing Forward Fall, How To Do A Wide Legged Standing Forward Bend Holding Heels, Prasarita Padottanasana, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/wide-legged-standing-forward-bend-holding-heels/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-wide-legged-standing-forward-bend-holding-heels-front.mp4#t=0.1
Wild Thing Pose,obliques,unknown,Intermediate,Stretching,"1
Start in a downward facing dog position.
2
Shift your weight onto your left hand and foot, and lift your right leg towards the ceiling.
3
Slowly bend your right knee and shift your weight onto your right hand as you open up your chest towards the ceiling.
4
Look towards your right hand and hold the pose for a few breaths before switching sides.



Camatkarasana, Wild Thing Pose, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, Yoga Pose, How to do Wild Thing Pose, Obliques Exercise, Ab Exercise, Obliques, How To Do A Wild Thing Pose, Yoga",https://musclewiki.com/yoga/male/obliques/wild-thing-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-wild-thing-pose-front.mp4#t=0.1
Wrist Extensor Kneeling Hold,"forearms, wrist-extensors",unknown,Beginner,Muscle Building,"1
Drape your forearm over a bench.
2
Hold a dumbbell in a neutral wrist position with your palm facing downwards.



Forearm Exercise, Forearms Exercise, Wrist Extensors Exercise",https://musclewiki.com/recovery/male/forearms/wrist-extensor-isometric-dumbbell-kneeling/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-isometric-dumbbell-kneeling-front.mp4#t=0.1
Wrist Extensor Mobilisation,"forearms, wrist-extensors",unknown,Beginner,Muscle Building,"1
Kneel by a bench placing the arm you want to mobilise on, palm facing down.
2
Bring a massage ball to the top of your forearm and move it around applying gentle pressure.
3
Find the right/sore spot.
4
You can move your wrist in various directions in order to mobilise your wrist extensors.



Forearms Exercise, Wrist Extensors Exercise, Forearm Exercise",https://musclewiki.com/recovery/male/forearms/wrist-extensor-mobilisation-lacrosse-ball-kneeling/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-wrist-extensor-mobilisation-lacrosse-ball-kneeling-front.mp4#t=0.1
Yogi Arm Clock,chest,unknown,Beginner,Stretching,"1
Stand facing a wall with your arms extended and your palms pressing into the wall at shoulder height.
2
Slowly begin to walk your feet away from the wall, keeping your arms straight and your hands pressing into the wall.
3
Walk until your arms are fully extended and your body is at a 45-degree angle to the ground.
4
Repeat From High to Low Angles starting above the shoulder, and ending below the chest.



beginner Yoga exercise, How To Do A Yogi Arm Clock, Yoga, How to do Yogi Arm Clock, Yoga Pose, Yoga Exercises, Pec Exercise, Pecs, Chest Exercise, Yogi Arm Clock, Yoga Fitness",https://musclewiki.com/yoga/male/chest/yogi-arm-clock/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-yogi-arm-clock-side.mp4#t=0.1
